E,B,Op,DLDuration,DLCpuCore,DlCpuTotal,DLGpu,DCopyDuration,DCopyCpuCore,DCopyCpuTotal,DCopyGpu,FPDuration,FPCpuCore,FPCpuTotal,FPGpu,BPDuration,BPCpuCore,BPCpuTotal,BPGpu
1,21,Backward Pass Time,2.685438,202.73053023617183,997.9065831422851,311.1055376297121,0.000167,7.795490681521937,37.57099698903262,6.67868293574583,0.028666,7.795490681521937,37.57099698903262,6.67868293574583,0.027108,7.882817613090985,38.16077052501048,7.256102825194731
1,22,Backward Pass Time,2.838924,218.3284088206975,1024.024897368489,325.2457711746801,0.000154,7.790554189397441,37.516243365297825,6.684290491554005,0.028687,7.790554189397441,37.516243365297825,6.684290491554005,0.024936,7.883522563087811,38.17503730593883,8.467485109594243
1,23,Backward Pass Time,2.739824,210.2626244537915,1041.324894531313,313.5670737505918,0.000164,7.812709194680311,38.059426440747956,6.708590638878068,0.02863,7.812709194680311,38.059426440747956,6.708590638878068,0.024156,7.8635477137615055,39.40002073888851,10.523564036874262
1,24,Backward Pass Time,2.890297,225.6389783850575,990.072352642628,343.593829565936,0.000133,7.8112024659609265,18.746617595613593,10.479782121129928,0.024206,7.8112024659609265,18.746617595613593,10.479782121129928,0.027612,7.8112024659609265,18.746617595613593,10.479782121129928
1,25,Backward Pass Time,2.719768,217.95877830666126,1006.9263039431188,338.96217399324485,0.000135,7.822107427969071,39.20187074373219,13.21430983295553,0.025134,7.822107427969071,39.20187074373219,13.21430983295553,0.024354,7.822107427969071,39.20187074373219,13.21430983295553
1,26,Backward Pass Time,3.070785,240.8883456891192,1035.9969742489468,344.90143244998706,0.000154,7.842779101360373,38.742308050617616,6.71060396095546,0.028658,7.842779101360373,38.742308050617616,6.71060396095546,0.027711,7.842779101360373,38.742308050617616,6.71060396095546
1,27,Backward Pass Time,2.635238,210.23971556964355,871.1255160054338,317.63035754662457,0.000152,7.845089625081251,38.50346990392106,7.572415265876109,0.028599,7.845089625081251,38.50346990392106,7.572415265876109,0.026268,7.845089625081251,38.50346990392106,7.572415265876109
1,28,Backward Pass Time,2.812161,217.61611410919116,1069.3410463411806,330.4373201170366,9.2e-05,7.7931535645206935,37.9500972442809,6.72684074236318,0.01891,7.7931535645206935,37.9500972442809,6.72684074236318,0.02588,7.7931535645206935,37.9500972442809,6.72684074236318
1,29,Backward Pass Time,2.823622,217.51093799879357,1026.478303724443,322.0673424089989,0.000116,7.812083412933966,37.76377433553985,7.077231445283939,0.020242,7.812083412933966,37.76377433553985,7.077231445283939,0.026952,7.812083412933966,37.76377433553985,7.077231445283939
1,30,Backward Pass Time,2.882215,225.7105548098779,1029.5235137071768,332.06454365876596,0.000149,7.814081156902105,38.450458706335056,6.770320734332838,0.026865,7.814081156902105,38.450458706335056,6.770320734332838,0.024801,7.872785956485732,13.749456899449239,13.249167814335284
1,31,Backward Pass Time,2.858001,218.02638535163845,970.7302406982178,333.45656382763775,0.000151,7.771698250441009,5.196489976744637,6.760667177609412,0.028588,7.771698250441009,5.196489976744637,6.760667177609412,0.024395,7.894753011289505,39.473765056447526,14.36796177367684
1,32,Backward Pass Time,2.751254,210.4838478126035,926.0700636364265,319.6380435974486,0.000153,7.834127716259697,43.53314970921475,6.7566590717135355,0.028691,7.834127716259697,43.53314970921475,6.7566590717135355,0.028015,7.940371571338401,41.73561993882766,7.333758026941287
1,33,Backward Pass Time,3.109594,240.89664567609134,1110.1680311890805,348.9260543411338,0.00015,7.7796817179845466,37.75263822139684,8.047597746592128,0.030327,7.7796817179845466,37.75263822139684,8.047597746592128,0.02821,7.7796817179845466,37.75263822139684,8.047597746592128
1,34,Backward Pass Time,2.610955,202.12681651277654,851.7061797739211,312.7147579269747,0.000156,7.799769101749044,37.887941205344546,10.493540174583249,0.02881,7.799769101749044,37.887941205344546,10.493540174583249,0.027546,7.799769101749044,37.887941205344546,10.493540174583249
1,35,Backward Pass Time,2.919457,233.04897202537805,1100.3305288451893,340.811801349323,0.000149,7.764299153270429,38.82149576635214,6.8035,0.028662,7.764299153270429,38.82149576635214,6.8035,0.027215,7.764299153270429,38.82149576635214,6.8035
1,36,Backward Pass Time,2.899385,224.5789417526847,1122.8947087634226,197.30149999999986,0.000153,7.742963,38.714815,6.8035,0.028641,7.742963,38.714815,6.8035,0.027294,7.742963,38.714815,6.8035
1,37,Backward Pass Time,2.985268,232.28889000000018,1161.44445,204.10499999999985,0.000179,7.742963,38.714815,6.8035,0.029022,7.742963,38.714815,6.8035,0.027916,7.742963,38.714815,6.8035
